Date,Question,AcceptableAnswers,Difficulty,Fact
2026-08-03,"Who did Jon Jones stop by TKO in the first round at UFC 159, equalling Tito Ortiz's record for most consecutive light heavyweight title defenses?",Chael Sonnen,Medium,"Jones stopped Sonnen with ground-and-pound at 4:33 of round 1 at UFC 159 in April 2013, making his fifth consecutive title defense to equal Tito Ortiz's divisional record. The fight was Sonnen's first appearance at light heavyweight."
2026-08-03,"What former Bellator fighter is on a heater, winning seven consecutive fights, six by finish, with the last coming over David Onama at UFC Vegas 110?",Steve Garcia,Medium,"Garcia transferred his Bellator experience to the UFC and went on a remarkable finishing streak, going 7-0 with six stoppages including a finish of Onama at UFC Vegas 110. His aggressive finishing style made him one of the most exciting featherweights on the roster."
2026-08-03,Who did Chris Lytle defeat via submission in his retirement fight at UFC on Versus 5?,Dan Hardy,Hard,"Lytle submitted Hardy with a rear naked choke at UFC on Versus 5 in August 2011 in what he announced as his retirement fight. It was a fitting send-off for one of the UFC's most beloved fan favorites, known for his brawling style and always delivering exciting fights."
2026-08-05,Which kickboxing world champion came to the UFC and knocked out Israel Adesanya with the same punch that had stopped him twice in kickboxing?,Alex Pereira,Easy,Pereira had beaten Adesanya twice in kickboxing including a KO before they met in the UFC at UFC 281 where Pereira used the same left hook to win the middleweight title in the fifth round.
2026-08-05,Which fighter is nicknamed Durinho?,Gilbert Burns,Easy,Burns earned his nickname which means Little Hard One in Portuguese and has become one of the top welterweight contenders in the UFC.
2026-08-05,Who did Joanna Jedrzejczyk challenge for the UFC strawweight title at UFC 248?,Zhang Weili,Medium,Zhang and Jedrzejczyk put on a five-round war at UFC 248 that is widely regarded as the greatest women's MMA fight ever contested.
2026-08-05,Who did Ronaldo Souza defeat via KO at UFC 230?,Chris Weidman,Medium,Souza knocked out former UFC middleweight champion Weidman in round 1 at UFC 230 in November 2018 at Madison Square Garden. The finish was one of the most significant of Souza's UFC career and ended Weidman's hopes of a title run.
2026-08-05,"What fighter won five straight fights, with the fifth coming via TKO over Gray Maynard in a title eliminator, but never fought again due to a lingering concussion?",TJ Grant,Hard,"Grant finished Maynard in round 1 at UFC 160 in May 2013 to earn a lightweight title shot against Benson Henderson. However, he suffered a serious concussion and was never able to return to fighting, one of the great what-ifs in lightweight history."
2026-08-08,Who did Jamahal Hill defeat by unanimous decision to win the UFC light heavyweight title at UFC 283?,Glover Teixeira,Easy,"Hill defeated Teixeira by unanimous decision at UFC 283 in January 2023 in Rio de Janeiro to win the light heavyweight title. It was a back-and-forth fight that Hill won clearly on the scorecards, becoming the new champion."
2026-08-08,Who did Nate Diaz submit with a rear naked choke at UFC 196 in one of the biggest upsets in UFC history?,Conor McGregor,Easy,Diaz stepped in on short notice and submitted McGregor in the second round at UFC 196 in a result that shocked the entire MMA world and set up one of the sport's greatest rematches.
2026-08-08,Who did Jiri Prochazka submit in the final seconds to win the UFC light heavyweight title at UFC 275?,Glover Teixeira,Medium,Prochazka sunk in a rear naked choke with three seconds remaining at UFC 275 to submit Teixeira in one of the most dramatic finishes in light heavyweight championship history.
2026-08-08,"What Pride acquisition came into the UFC with five consecutive losses, and debuted with a loss to Sean McCorkle at UFC 119?",Mark Hunt,Medium,"Hunt arrived in the UFC after a rough stretch including five straight losses in Strikeforce and other promotions. He lost his UFC debut to McCorkle at UFC 119 in September 2010, but then went on one of the greatest turnarounds in UFC history, knocking out top heavyweights and becoming one of the most feared punchers in the division."
2026-08-08,Who did Jon Jones defeat by unanimous decision at UFC 172 to retain his UFC light heavyweight title?,Glover Teixeira,Hard,Jones defeated Teixeira by unanimous decision at UFC 172 in Washington DC in one of his most dominant performances landing over 200 significant strikes against the top contender.
2026-08-10,Who did Julianna Pena submit in the second round to win the UFC women's bantamweight title at UFC 269?,Amanda Nunes,Easy,Pena submitted the dominant champion Nunes with a rear naked choke in the second round at UFC 269 in one of the greatest upsets in women's MMA history.
2026-08-10,Who did Nate Diaz defeat by unanimous decision in his final fight before the McGregor rivalry?,Michael Johnson,Easy,"Diaz defeated Johnson by unanimous decision at UFC Fight Night 62 in January 2016. He called out McGregor after the fight and was given the opportunity when Rafael dos Anjos withdrew injured, leading to one of the biggest upsets in UFC history."
2026-08-10,Who did Mark Hunt shock with a unanimous decision at UFC Fight Night 135 in one of the most surprising heavyweight upsets?,Ben Rothwell,Medium,"Hunt defeated Rothwell by unanimous decision at UFC Fight Night 135 in Auckland in June 2018. Given Hunt's reputation as a knockout artist, the decision win was surprising, and the result itself was an upset given Rothwell's standing in the division."
2026-08-10,Who did Leon Edwards defeat by majority decision to make his second welterweight title defense at UFC 286?,Kamaru Usman,Medium,Edwards defeated Usman by majority decision in their trilogy fight at UFC 286 in Manchester to make his second title defense in front of his home crowd.
2026-08-10,Who is the only fighter to hold wins over Gray Maynard and Will Brooks?,Nik Lentz,Hard,"Lentz holds victories over both Maynard and Brooks during his lengthy UFC tenure as a consistent lightweight and featherweight competitor. Despite never getting a title shot, Lentz built a solid resume of wins over notable fighters throughout his career."
2026-08-12,Which fighter is nicknamed Chaos?,Colby Covington,Easy,Covington earned his Chaos nickname for his unpredictable personality and his aggressive wrestling-heavy style that earned him multiple welterweight title shots.
2026-08-12,Who did Petr Yan defeat to win the vacant UFC bantamweight championship at UFC 251?,Jose Aldo,Easy,Yan defeated Aldo by TKO in round 5 at UFC 251 in July 2020 on Fight Island to win the vacant bantamweight title. The title had been vacated when Henry Cejudo retired. Aldo had moved down from featherweight for the fight.
2026-08-12,Who did Kamaru Usman defeat by TKO in the fifth round to make his first UFC welterweight title defense at UFC 245?,Colby Covington,Medium,"Usman stopped Covington with punches in round 5 at UFC 245 in December 2019, making his first title defense. Covington had been dominant for much of the fight before Usman's heart and chin carried him to a late finish."
2026-08-12,What fighter defeated the rising and undefeated Stipe Miocic by TKO at UFC on Fuel TV 5?,Stefan Struve,Medium,Struve stopped an undefeated Miocic with a rear naked choke in round 1 at UFC on Fuel TV 5 in September 2012. It was the only time Miocic has been finished in his UFC career. Miocic regrouped and went on to become one of the greatest UFC heavyweight champions of all time.
2026-08-12,"What fighter had this four-fight winning streak: Submission over Francisco Rivera, Unanimous Decision over Rob Font, KO over Michael McDonald, and Split Decision over John Dodson?",John Lineker,Hard,"Lineker went on this impressive bantamweight run through the division, demonstrating his well-rounded skills with finishes and decision wins against quality opponents. Despite his impressive record, Lineker never captured a UFC title before moving on to other promotions."
2026-08-15,Who did Fabricio Werdum defeat to win the UFC heavyweight championship at UFC 188?,Cain Velasquez,Easy,"Werdum knocked out Velasquez in round 1 at UFC 188 in Mexico City in June 2015, becoming the undisputed UFC heavyweight champion. Velasquez was badly affected by the altitude in Mexico City and Werdum capitalized with a dominant submission finish."
2026-08-15,Who did Charles Oliveira defeat by submission to defend his UFC lightweight title at UFC 269?,Dustin Poirier,Easy,"Oliveira submitted Poirier with a rear naked choke in round 3 at UFC 269 in December 2021, making his first lightweight title defense. He had Poirier nearly finished early before Poirier fought back, setting up a dramatic third round submission."
2026-08-15,"Awarded Fight of the Night, who did Matt Brown defeat by TKO at UFC on ABC 4 in his retirement fight?",Court McGee,Medium,"Brown defeated McGee by TKO in his retirement fight at UFC on ABC 4, earning Fight of the Night honors. It was a fitting send-off for one of the most exciting welterweights in UFC history, known for his aggressive fighting style throughout his career."
2026-08-15,Who did Dustin Poirier defeat by TKO at UFC on Fox 30 before winning the interim Lightweight title against Max Holloway?,Eddie Alvarez,Medium,"Poirier stopped Alvarez in round 2 at UFC on Fox 30 in July 2018, then went on to win the interim lightweight title against Holloway at UFC 236 in April 2019. The Alvarez win was a statement performance that proved Poirier belonged among the elite lightweights."
2026-08-15,Who did Chuck Liddell knock out to win his first UFC light heavyweight title at UFC 52?,Randy Couture,Hard,Liddell knocked out Couture in the second round at UFC 52 to claim the light heavyweight title avenging his previous loss and establishing himself as the division's most feared striker.
2026-08-17,Who did Max Holloway defeat to become the undisputed UFC featherweight champion at UFC 212?,Jose Aldo,Easy,Holloway stopped Aldo in the third round at UFC 212 to win the undisputed featherweight title ending Aldo's legendary run and beginning his own historic championship reign.
2026-08-17,What fighter is known as The Underground King?,Eddie Alvarez,Easy,"Alvarez earned the nickname The Underground King during his time competing in underground MMA circuits before becoming a professional. He went on to win titles in Bellator and the UFC, defeating Rafael dos Anjos for the lightweight championship at UFC Fight Night 90."
2026-08-17,What former UFC Heavyweight champion claims stake to having the most all-time wins at heavyweight in the UFC?,Andrei Arlovski,Medium,"Arlovski has accumulated the most wins at heavyweight in UFC history across his two lengthy stints with the promotion. The former UFC heavyweight champion won the title in 2005 and after a long absence returned for a second run, accumulating an extraordinary number of victories in the division."
2026-08-17,Who did Yoel Romero knock out in the third round at UFC 205 to earn a title shot?,Chris Weidman,Medium,Romero knocked out the former champion Weidman in the third round at UFC 205 in one of the most entertaining middleweight fights on that historic card.
2026-08-17,"What fighter defeated Luke Rockhold, Ronaldo Souza, and Corey Anderson to earn a shot at the vacant light heavyweight championship?",Jan Blachowicz,Hard,"Blachowicz defeated Rockhold, Souza, and Anderson in succession to earn his shot at the vacant light heavyweight title, which he won by defeating Dominick Reyes at UFC 253. His wins over three former champions or top contenders made him the clear number one contender."
2026-08-19,What fighter is the only one to defeat Anthony Johnson twice?,Daniel Cormier,Easy,"Cormier defeated Johnson twice — first by submission in round 3 at UFC 187 to win the vacant UFC light heavyweight title, and again by TKO in round 3 at UFC 210 in his first title defense of his second reign. Johnson never won a UFC title despite being considered one of the most physically gifted fighters in the division."
2026-08-19,Which fighter is nicknamed La Pantera?,Yair Rodriguez,Easy,Rodriguez earned his La Pantera nickname for his creative and unpredictable striking style including his famous last-second elbow knockout of Chan Sung Jung at UFC Fight Night 139.
2026-08-19,Who did Mackenzie Dern defeat by decision at UFC 251 in a strawweight bout?,Virna Jandiroba,Medium,Dern defeated Jandiroba by unanimous decision at UFC 251 in July 2020 on Fight Island. The win was a significant step forward for Dern as she continued her climb through the strawweight rankings.
2026-08-19,Who did Mauricio Shogun Rua defeat by TKO to win the UFC light heavyweight title in their rematch at UFC 113?,Lyoto Machida,Medium,Rua stopped Machida by TKO in the first round at UFC 113 to win the light heavyweight title in their rematch. Their first fight at UFC 104 saw Machida retain via controversial unanimous decision that Dana White himself said he thought Shogun won.
2026-08-19,Who did Joanna Jedrzejczyk defeat by TKO in round 3 to make her first UFC strawweight title defense at UFC Fight Night 69 in Berlin?,Jessica Penne,Hard,"Jedrzejczyk stopped Penne with punches and a knee at 4:22 of round 3 at UFC Fight Night 69 in June 2015, earning Fight of the Night in her first title defense."
2026-08-22,Who did Max Holloway defeat by TKO in the fourth round to make his third UFC featherweight title defense at UFC 231?,Brian Ortega,Easy,Holloway stopped Ortega in the fourth round at UFC 231 in a fight that showcased his elite striking volume and durability against one of the most dangerous submission artists in the division.
2026-08-22,Who did Tom Aspinall knock out in 69 seconds to win the interim UFC heavyweight title at UFC 295?,Sergei Pavlovich,Easy,Aspinall demolished Pavlovich in just over a minute at UFC 295 with a devastating combination earning Performance of the Night and establishing himself as the most dangerous heavyweight in the world.
2026-08-22,"At UFC Vegas 80, what fighter ended Grant Dawson's nine-fight unbeaten streak in the UFC in 33 seconds?",Bobby Green|King Green,Medium,"Green, who legally changed his name to King Green, ended Dawson's impressive nine-fight UFC winning streak in just 33 seconds at UFC Vegas 80 with a stunning first-round finish. The upset was one of the biggest in lightweight history that year."
2026-08-22,"Coming off winning the WEC Lightweight Championship at WEC 53, who did Anthony Pettis get upset by in his UFC debut?",Clay Guida,Medium,"Pettis entered the UFC as one of its most anticipated acquisitions after his famous wall-walk kick KO of Henderson at WEC 53 won him the WEC lightweight title. He was upset by Guida via unanimous decision in his UFC debut, derailing his immediate title shot hopes."
2026-08-22,"Subsequently setting off a championship run, which fighter dropped his UFC debut with one second left against Craig Paul?",Magomed Ankalaev,Hard,"Ankalaev lost his UFC debut to Paul with just one second remaining in round 1 at UFC Fight Night 148 in April 2019 — one of the most heartbreaking debut losses in UFC history. He rebounded to go on a remarkable winning streak, becoming one of the top light heavyweight contenders."
2026-08-24,"Replacing Ricardo Lamas at UFC 143, what fighter was defeated by Dustin Poirier via submission in his UFC debut?",Max Holloway,Easy,"Holloway took the fight on short notice at UFC 143 in February 2012, losing to Poirier via submission in round 3. It was the beginning of a lengthy career that saw Holloway become one of the greatest featherweights in UFC history, while Poirier also rose to become a top lightweight."
2026-08-24,Which fighter is nicknamed The Terror?,Matt Serra,Easy,Serra is known for his devastating knockout power and pulled off one of the biggest upsets in UFC history when he stopped Georges St-Pierre at UFC 69 to win the welterweight title.
2026-08-24,Who did Randy Couture defeat to win his first UFC heavyweight title?,Maurice Smith,Medium,Couture defeated kickboxer Maurice Smith by decision at UFC 15 in 1997 to win his first UFC heavyweight championship.
2026-08-24,"Debuting at UFC Fight Night 24, which fighter exacted revenge and scored the first twister in UFC history against Leonard Garcia?",Chan Sung Jung|The Korean Zombie,Medium,"Jung submitted Garcia with a twister — a rare spine-cranking submission — at UFC Fight Night 24 in February 2011, becoming the first fighter to land the technique in UFC history. It was their rematch after Garcia had won a controversial decision in their first WEC fight."
2026-08-24,"After losing to Nick Hein at UFC Fight Night: Munoz vs. Mousasi, what fighter went on to marry his opponent's sister?",Drew Dober,Hard,"Dober lost to Nick Hein at UFC Fight Night: Munoz vs. Mousasi in 2014, but the two fighters famously became brothers-in-law when Dober later married Hein's sister. Dober went on to become one of the most exciting lightweights on the UFC roster."
2026-08-26,Who did Brock Lesnar defeat to win the UFC heavyweight title at UFC 91?,Randy Couture,Easy,"Lesnar defeated Couture by TKO in round 2 at UFC 91 in November 2008 to win the heavyweight title. The win was a massive moment for the crossover star, who had transitioned from WWE and college wrestling to become one of the most dominant heavyweight champions of his era."
2026-08-26,Who did Max Holloway defeat in a rematch to make his third UFC featherweight title defense at UFC 218?,Jose Aldo,Easy,Holloway stopped Aldo in the third round of their rematch at UFC 218 to make his third title defense emphatically settling their featherweight rivalry.
2026-08-26,"Awarded Fight of the Night, which fighter was badly hurt by a body shot by Pete Sell, but turned the tables seconds later with a knockout at TUF: The Comeback Finale?",Scott Smith,Medium,Smith was dropped by a body shot from Sell and appeared nearly finished before uncorking a wild overhand right that knocked Sell out cold in one of the most dramatic turnarounds in UFC history at TUF: The Comeback Finale in November 2006. The moment became one of the iconic clips in UFC history.
2026-08-26,Who did Shane Carwin defeat to earn his UFC heavyweight title fight against Brock Lesnar at UFC 111?,Frank Mir,Medium,"Carwin stopped Mir by TKO in round 1 at UFC 111 in March 2010, earning his shot at Lesnar's heavyweight title. The finish was dominant and announced Carwin as one of the most dangerous punchers in the heavyweight division."
2026-08-26,"What fighter had this four-fight winning streak: Submission over Ulka Sasaki, Submission over Ben Nguyen, Unanimous Decision over Sergio Pettis, and Unanimous Decision over Deiveson Figueiredo?",Jussier Formiga,Hard,Formiga went on this flyweight run to establish himself as one of the top contenders in the division. His wins over Pettis and Figueiredo — who went on to become UFC flyweight champion — are particularly noteworthy in hindsight.
2026-08-29,Who did Valentina Shevchenko knock out with a head kick at UFC 238?,Jessica Eye,Easy,Shevchenko landed a brutal head kick KO on Eye in round 1 at UFC 238 in June 2019. It was one of the cleanest head kick knockouts in women's MMA history and a highlight-reel finish for the dominant flyweight champion.
2026-08-29,Which fighter is nicknamed Borrachinha?,Paulo Costa,Easy,Costa earned his Borrachinha nickname which means Little Drunk in Portuguese for his aggressive forward-moving fighting style.
2026-08-29,Who did Diego Sanchez defeat by TKO in the finale of The Ultimate Fighter Season 1 to win the middleweight tournament?,Kenny Florian,Medium,"Sanchez defeated Florian by TKO in the middleweight final of TUF 1 on April 9, 2005, in Las Vegas. The same night featured the iconic Griffin vs. Bonnar fight that helped launch the UFC's mainstream rise. Sanchez later defeated Nick Diaz at TUF 2 Finale in his next fight."
2026-08-29,Who did Israel Adesanya stop with ground-and-pound in round 2 to make his first UFC middleweight title defense at UFC 253?,Paulo Costa,Medium,"Adesanya dominated Costa from the opening bell at UFC 253 in Abu Dhabi, dropping him with body shots and finishing him on the ground. It was widely considered the most dominant middleweight title defense in recent memory."
2026-08-29,Who did Lyoto Machida defeat at UFC 94 to extend his unbeaten record before his title shot?,Thiago Silva,Hard,Machida defeated Silva by unanimous decision at UFC 94 to extend his unbeaten record and earn a title shot against Rashad Evans at UFC 98 where he won the light heavyweight championship.
2026-08-31,Who did Georges St-Pierre stop by TKO in the second round to win back the UFC welterweight title at UFC 83 in Montreal?,Matt Serra,Easy,"GSP dominated Serra in their UFC 83 rematch in Montreal, stopping him in the second round with knees and ground strikes to unify the UFC welterweight championship. UFC 83 was the UFC's first event in Canada."
2026-08-31,Who did Conor McGregor knock out in 40 seconds in a welterweight bout at UFC 246?,Donald Cerrone,Easy,McGregor returned from a long absence to knock out Cerrone at welterweight in just 40 seconds at UFC 246 in January 2020 in Las Vegas. He used shoulder strikes and a head kick to drop Cerrone before finishing with ground strikes.
2026-08-31,Who did Lyoto Machida knock out with a flying knee in just 62 seconds at UFC Fight Night 58?,CB Dollaway,Medium,Machida finished Dollaway with a flying knee in just 62 seconds at UFC Fight Night 58 in December 2014 in Brazil. The dramatic finish was one of the most spectacular of Machida's career and came in front of his home country fans.
2026-08-31,Who did Belal Muhammad defeat to win the UFC welterweight title at UFC 304?,Leon Edwards,Medium,Muhammad defeated Edwards by unanimous decision at UFC 304 in Manchester to win the welterweight title in front of a passionate crowd that had come to cheer the defending champion.
2026-08-31,Who did Tito Ortiz defeat at UFC 40 to retain his UFC light heavyweight title?,Ken Shamrock,Hard,Ortiz knocked out Shamrock in the third round at UFC 40 settling one of the most personal rivalries in early UFC history.
2026-09-02,Who did Anderson Silva defeat in a rematch at UFC 148 via second round TKO?,Chael Sonnen,Easy,"Silva stopped Sonnen with a TKO in round 2 at UFC 148 in July 2012, avenging the first fight where Sonnen had dominated him for 4.5 rounds. Silva caught Sonnen with strikes against the cage after a wild exchange, ending one of the greatest rivalries in UFC history."
2026-09-02,Who did Dominick Cruz defeat by split decision at UFC Fight Night 81 in Boston to win back the bantamweight title?,TJ Dillashaw,Easy,"Cruz defeated Dillashaw by split decision at UFC Fight Night 81 in January 2016, reclaiming the bantamweight title after a lengthy absence due to multiple knee injuries. It was a remarkable comeback for one of the most technically gifted fighters in UFC history."
2026-09-02,"What fighter, making his UFC debut, replaced Renan Barao after a weight cut mishap and fought TJ Dillashaw for the UFC bantamweight Championship?",Joe Soto,Medium,"Soto stepped in on 10 days notice to replace Barao at UFC 177 in August 2014 after Barao collapsed during his weight cut. Dillashaw stopped Soto in round 4, making the first defense of his bantamweight title he had won by upsetting Barao."
2026-09-02,Who did Joanna Jedrzejczyk defeat by unanimous decision at The Ultimate Fighter 23 Finale to make her third UFC strawweight title defense in a rematch?,Claudia Gadelha,Medium,"Jedrzejczyk defended her title against Gadelha in their July 2016 rematch at TUF 23 Finale, winning by unanimous decision. Their first fight at UFC on FOX 13 was before Joanna's title reign, making this her third successful defense."
2026-09-02,Who did Valentina Shevchenko defeat at UFC 231 to win the UFC women's flyweight championship?,Joanna Jedrzejczyk,Hard,"Shevchenko won the flyweight title at UFC 231 in December 2018, defeating Jedrzejczyk by unanimous decision in Toronto. She went on to make seven consecutive title defenses, becoming one of the most dominant champions in UFC history."
2026-09-05,Who did Michael Bisping shock with a first-round TKO at UFC 199 to win the UFC middleweight title?,Luke Rockhold,Easy,Bisping stepped in on 17 days notice to replace the injured Chris Weidman and knocked out champion Luke Rockhold in the first round at UFC 199 to win the middleweight title in his first-ever title shot after 26 UFC fights.
2026-09-05,"What former Strikeforce Lightweight Champion struggled in the UFC, going 1-6, with the lone win coming against Diego Sanchez?",Gilbert Melendez,Easy,"Melendez was considered one of the best lightweights in the world when he joined the UFC after winning the Strikeforce lightweight title, but he struggled in the Octagon, going 1-6 with his only win coming against Sanchez. He was released in 2017."
2026-09-05,Who did Jiri Prochazka knock out at UFC on ESPN 23 to earn a UFC light heavyweight title shot?,Dominick Reyes,Medium,"Prochazka knocked out Reyes in round 2 at UFC on ESPN 23 in May 2021, earning his light heavyweight title shot against Glover Teixeira. The emphatic finish announced the Czech fighter as one of the most dangerous strikers in the division."
2026-09-05,What former UFC Lightweight Champion upset Stephen Thompson via knockout at UFC Fight Night 148?,Anthony Pettis,Medium,"Pettis knocked out Thompson in round 1 at UFC Fight Night 148 in March 2019, one of the biggest upsets in welterweight history that year. Thompson was considered a top welterweight contender going in, while Pettis was making his welterweight debut after a difficult stretch."
2026-09-05,"What fighter had this four-fight winning streak: Unanimous Decision over Alexey Kunchenko, Unanimous Decision over Gunnar Nelson, TKO over Demian Maia, and Unanimous Decision over Tyron Woodley?",Gilbert Burns,Hard,"Burns ran through the welterweight division with victories over Kunchenko, Nelson, Maia, and Woodley to earn a UFC welterweight title shot against Kamaru Usman at UFC 258, where he dropped Usman early before being stopped in round 3."
2026-09-07,"Who did Alexander Gustafsson defeat by unanimous decision at UFC on Fox 14, earning himself a second light heavyweight title shot?",Anthony Johnson,Easy,"Gustafsson defeated Johnson by unanimous decision at UFC on Fox 14 in January 2015, earning his second light heavyweight title shot. Johnson rebounded from the loss to go on a remarkable winning streak that earned him his own title shot against Daniel Cormier."
2026-09-07,Who did Jon Jones fight in a rematch at UFC 214 before the result was overturned?,Daniel Cormier,Easy,Jones defeated Cormier by unanimous decision at UFC 214 but the result was overturned to a no contest after Jones failed a drug test making it one of the most controversial results in UFC history.
2026-09-07,"What fighter improved to 11-0 after defeating Tyson Griffin, but then saw his undefeated record end against Sean Sherk at UFC 119?",Evan Dunham,Medium,"Dunham went undefeated through his first 11 fights including a win over Griffin before running into Sherk at UFC 119 in September 2010, where he lost a unanimous decision. Despite the defeat, Dunham went on to have a solid UFC career as a respected lightweight contender."
2026-09-07,Who did Dustin Poirier lose to by TKO in round 1 in a featherweight bout at UFC 178?,Conor McGregor,Medium,"McGregor finished Poirier with a barrage of punches in round 1 at UFC 178 in September 2014, establishing himself as a featherweight contender. They went on to fight four times total, with each fighter winning twice."
2026-09-07,"Debuting at UFC on Fox 17, Valentina Shevchenko defeated what former Strikeforce Bantamweight Champion?",Sarah Kaufman,Hard,"Shevchenko made her UFC debut at UFC on Fox 17 in December 2015, defeating former Strikeforce bantamweight champion Kaufman by unanimous decision. It announced her arrival in the UFC as a serious contender at 135 pounds."
2026-09-09,Which fighter is nicknamed Short Fuse?,Ed Herman,Easy,"Herman earned the nickname Short Fuse, fitting for the aggressive light heavyweight and middleweight fighter who was always looking for the finish. He had a long UFC career spanning multiple weight classes and was known for his exciting fighting style."
2026-09-09,"What fighter debuted on short notice against Beneil Dariush at UFC 222, winning via knockout in 42 seconds?",Alexander Hernandez,Easy,"Hernandez stepped in on short notice at UFC 222 in March 2018 and knocked out Dariush in just 42 seconds, one of the most impressive debut performances in lightweight history. The win announced him as a major prospect in the division."
2026-09-09,Who did Joanna Jedrzejczyk defeat by unanimous decision at UFC 205 to make her fourth UFC strawweight title defense at Madison Square Garden?,Karolina Kowalkiewicz,Medium,"Jedrzejczyk dominated Kowalkiewicz over five rounds at UFC 205 in November 2016 at Madison Square Garden, making her fourth strawweight title defense. It was a masterclass in striking from the Polish champion on the biggest stage in UFC history."
2026-09-09,Who did Anthony Johnson knock out to earn a UFC light heavyweight title shot at UFC on Fox 17?,Ryan Bader,Medium,Johnson destroyed Bader in the first round with his trademark power to earn a title shot against Daniel Cormier showcasing the kind of one-punch knockout ability that made him one of the most feared fighters in the division.
2026-09-09,"What fighter had this four-fight winning streak: KO over Thiago Santos, TKO over Vitor Belfort, TKO over Uriah Hall, and TKO over Chris Weidman?",Gegard Mousasi,Hard,"Mousasi went on this dominant run through the middleweight division, finishing all four opponents and defeating two former UFC champions in Belfort and Weidman. The streak established him as a legitimate title contender before he eventually moved to Bellator."
2026-09-12,Who did Shavkat Rakhmonov finish by TKO in the second round to remain undefeated and earn a welterweight title shot at UFC 296?,Stephen Thompson,Easy,Rakhmonov stopped Thompson in the second round at UFC 296 to maintain his perfect professional record and earn the right to fight for the welterweight title.
2026-09-12,Who did Jon Jones defeat to win the UFC heavyweight championship?,Ciryl Gane,Easy,Jones defeated Gane by submission in the first round at UFC 285 in his heavyweight debut to add a second world title to his legacy.
2026-09-12,Who did Anthony Johnson knock out to earn a UFC light heavyweight title shot at UFC 202?,Glover Teixeira,Medium,Johnson knocked out Teixeira at UFC 202 to earn his light heavyweight title shot against Daniel Cormier. The finish was a devastating display of Johnson's power and established him as the top contender in the division.
2026-09-12,What future Featherweight champion halted Darren Elkins' six-fight win streak at UFC Fight Night 133?,Alexander Volkanovski,Medium,"Volkanovski defeated Elkins by unanimous decision at UFC Fight Night 133 in July 2018, halting Elkins' impressive six-fight winning streak. It was a significant statement win for Volkanovski as he continued his march toward the featherweight title."
2026-09-12,What fighter won the UFC 10 and UFC 11 tournaments?,Mark Coleman,Hard,Coleman won both the UFC 10 and UFC 11 tournaments in 1996 then became the first UFC heavyweight champion by submitting Dan Severn with a neck crank at UFC 12.
2026-09-14,Who did Derrick Lewis dramatically knock out in the closing seconds of the third round at UFC 229 in one of the greatest comeback victories in heavyweight history?,Alexander Volkov,Easy,"Lewis was losing badly on the scorecards when he landed a single right hand that dropped Volkov with 11 seconds remaining in round 3, then finished him with ground strikes. The comeback KO at UFC 229 earned him the Performance of the Night bonus."
2026-09-14,Who did Valentina Shevchenko defeat in a split decision at UFC 275 to make her seventh consecutive flyweight title defense?,Taila Santos,Easy,Shevchenko edged Santos in a split decision at UFC 275 in one of the closest title fights of her reign. Santos knocked Shevchenko down in later rounds but the champion survived to retain her record seventh defense.
2026-09-14,Who did Paulo Costa defeat by unanimous decision at UFC 241 to earn his UFC middleweight title shot?,Yoel Romero,Medium,"Costa defeated Romero by unanimous decision at UFC 241 in August 2019, earning a shot at the middleweight title against Robert Whittaker. The five-round war showcased Costa's chin and cardio as he outlasted the iron Romero."
2026-09-14,Who did Junior dos Santos defeat to defend his UFC heavyweight title at UFC 146?,Frank Mir,Medium,"JDS stopped Mir with punches in round 2 at UFC 146 in May 2012, making his first heavyweight title defense. The finish was dominant and reaffirmed JDS as one of the most dangerous strikers in heavyweight history."
2026-09-14,"What fighter had this four-fight unbeaten streak: NC against Karo Parisyan, Unanimous Decision over TJ Grant, Unanimous Decision over Amir Sadollah, and Unanimous Decision over Nate Diaz?",Dong Hyun Kim,Hard,"Kim went on this unbeaten run through the welterweight division, building his perfect record against quality competition before Carlos Condit ended it with a flying knee knockout at UFC 132. The streak included a no contest against Parisyan due to a cut and decision wins over solid welterweights."
2026-09-16,Who did Jorge Masvidal defeat by unanimous decision at UFC 244 to win the BMF title?,Nate Diaz,Easy,Masvidal defeated Diaz in a highly anticipated grudge match at UFC 244 in Madison Square Garden to win the BMF belt presented by Dwayne Johnson in front of a sold-out crowd.
2026-09-16,Which fighter is nicknamed The Italian Dream?,Marvin Vettori,Easy,Vettori earned his nickname as a nod to his Italian heritage and his dream of becoming a UFC world champion.
2026-09-16,Who did Khamzat Chimaev submit in 17 seconds in his UFC debut at UFC Fight Night 178?,Gerald Meerschaert,Medium,"Chimaev submitted Meerschaert in just 17 seconds at UFC Fight Night 178 in October 2020, one of the fastest debut finishes in UFC history. The performance announced Chimaev as a legitimate middleweight and welterweight prospect immediately."
2026-09-16,"Prior to dethroning Dricus du Plessis at UFC 319, who did Khamzat Chimaev submit in round one at UFC 308?",Robert Whittaker,Medium,"Chimaev submitted former middleweight champion Whittaker in round 1 at UFC 308 in October 2024, cementing his status as the top contender. He went on to defeat du Plessis for the middleweight title at UFC 319."
2026-09-16,"In what would be his final UFC fight, what fighter defeated BJ Penn by majority decision in 2017 at UFC Fight Night: Chiesa vs. Lee?",Denis Siver,Hard,Siver defeated the legendary Penn by majority decision at UFC Fight Night: Chiesa vs. Lee in August 2017. It was Penn's seventh consecutive loss and Siver's final UFC fight before his departure from the promotion.
